speaker_org,statement,right
Justin Madders,"Other witnesses agreed with that assessment; indeed, I recall that a huge range of witnesses at the evidence sessions spoke in favour of a single enforcement body. The CBI, the British Chambers of Commerce, the British Retail Consortium, the Chartered Institute of Personnel and Development, the Recruitment and Employment Confederation, the Food and Drink Federation, the Co-operative or Co-op, the Women's Budget Group and the Work Foundation all spoke in favour of a single enforcement body.",GENERAL
Justin Madders,"The shadow Minister mentioned the impact assessment, but the Bill was in fact green-rated by the Regulatory Policy Committee.",GENERAL
Justin Madders,There is a commitment to keep the performance and cost of the fair work agency under review. There will be a review three years after implementation of the agency.,SECURITY
Justin Madders,"As would be expected, merging different structures together is a complex task, so costings are still being developed at this stage.",GENERAL
Justin Madders,"Nevertheless, securing value for money is clearly a key consideration in that process.",GENERAL
Justin Madders,"Clearly, such change is very difficult to model in, but we hope that by establishing the fair work agency we will send a very clear signal that we expect employers to comply with the law, that the best standards should be adhered to, and that the race to the bottom should end. As a result of all that, we will see far better employment practices across the country.",SECURITY
Justin Madders,"The fair work agency will be part of the Department for Business and Trade, so its costs will be in the Department's accounts, which Parliament can scrutinise in the normal way. Once the agency is fully established, it will produce its own accounts as part of its reports, and those accounts will be consolidated into the Department's annual accounts, which, of course, will also be subject to parliamentary scrutiny.",GENERAL
Justin Madders,"Consequently, I do not believe that new clause 22 would add anything to the multiple channels that are already available for parliamentarians to establish and identify the costs and benefits of the agency.",GENERAL
Greg Smith,"The cost is important because it is ultimately both cost to the taxpayer and cost to our businesses which create all the wealth in the first place, which then gets taxed and pays for our public services.",GENERAL
Greg Smith,"I invite the Minister to reflect on that, going forward. It is absolutely vital that the Government understand what things will cost before we make them happen, whether that is a Labour, Conservative or coalition Government-or whatever it might be.",GENERAL
The Chair,"Amendment 128, in clause 118, page 105, line 20, at end insert-  ""(3A) But the provisions of sections 1 to 6 of this Act may not be brought into force before the review conducted under section [impact assessment: sections 1 to 6] has been laid before Parliament."" This amendment, paired with NC24, would require the Secretary of State to conduct a review of the impact of the provisions on zero hours workers before those clauses can be commenced.",STATUS
The Chair,"Amendment 129, in clause 118, page 105, line 20, at end insert-  ""(3A) But the provisions of sections 19 to 22 and Schedule 2 of this Act may not be brought into force before the review conducted under section [impact assessment: sections 19 to 22 and Schedule 2] has been laid before Parliament."" This amendment, paired with NC25, would require the Secretary of State to conduct a review of the impact of the provisions on dismissal before these clauses can be commenced.",STRIKE
Greg Smith,"Amendment 128 paired with new clause 24 would require the Secretary of State to conduct a review of the impact of the provisions on zero-hours workers before these clauses can be commenced. The Government's impact assessment suggests that the provisions in the Bill on the right to guaranteed hours will cost businesses around £160 million a year in administration needed for compliance-that is something, but not much, in terms of business costs.",STATUS
Greg Smith,"The Government also say:  ""The extent to which the policy will provide a net positive impact for total welfare will depend on (i) how well targeted the policy is at those facing detriment whilst retaining flexibility for those that value it, and (ii) the extent that wellbeing impacts of the policy feed through to productivity improvements for employers. As such, at this stage of policy development we deem the net impact on society as uncertain.""",STATUS
Greg Smith,"The justification for that assessment is:  ""The changes to Zero-Hour Contracts are expected to impact 2.4 million workers. The assessed impact of right to regular contract on the enforcement system is based on the frequency of cases within the jurisdictions of Part time worker regulations and written statement of terms and conditions. These jurisdictions represented 2.5% of all complaints to ETs in 22/23 and therefore an additional 2.4 million workers with the right to make a claim is expected to lead to a slight increase in cases.""",STRIKE
Greg Smith,"What analysis has been undertaken of the increased likelihood of claims, now that the Bill is giving employees both more enforceable rights and a longer period of up to six months to make a claim? Given the importance to employers of claims brought to tribunal being quickly resolved, I would appreciate further reassurance from the Minister on that point. That is also why we have tabled new clause 24, because we wish to make sure-given the uncertainty about the costs and benefits of the provisions on guaranteed hours because, as the Department acknowledges, much is being left to regulations-that the Government are confident the tribunal system can cope before the legal changes are commenced.",SECURITY
Greg Smith,"The Government admitted that they do not have robust data on the incidence of dismissal for those with under two years of employment. In other words, we do not know whether there is even the problem with unfair dismissal that the Bill seeks to solve.",STRIKE
Greg Smith,"As discussed in Committee, we have concerns about the unfair dismissal provisions in the Bill, and those are shared by businesses. The Regulatory Policy Committee has said that the provisions on unfair dismissal rights are estimated to cost businesses around £43.2 million a year, although that is probably a rather wide estimate, as we do not know what policy decision the Government will make about the regulations.",GENERAL
Greg Smith,Parliament is being asked to hand this incompetent Government a blank cheque to make regulations that will implement the unfair dismissal provisions in the Bill.,STRIKE
Greg Smith,"The Government admit that the day one unfair dismissal rights could have negative impacts on employment and hiring, which could include incentivising employers to turn to temporary or fixed-term workers. The unfair dismissal rights could make it more difficult for the unemployed or economically inactive to access jobs, either through overall negative impacts on employment and/or a strengthening of insider power. Alex Hall-Chen from the Institute of Directors warned the Committee that  ""under the current system, employers are very likely to take a risk on hiring a borderline candidate who may not have quite the right experience or qualifications, but they will now be much less likely to take that risk because the cost of getting it wrong will be considerably higher.",GENERAL
Greg Smith,"""--[Official Report, Employment Rights Public Bill Committee, 26 November 2024; c. 8, Q2.] I remind the Minister of what Jane Gratton of the British Chambers of Commerce said in evidence:  ""Members say that there would be a reduced hiring appetite were this legislation to come in, and that they would be less likely to recruit new employees due to the risk and difficulty, particularly under the day one rights, unless there were at least a nine-month probation period with a light-touch approach. ""--[Official Report, Employment Rights Public Bill Committee, 26 November 2024; c. 8, Q2.]",STATUS
Greg Smith,"The Government's own impact assessment is also relatively candid about this question. It states that  ""risks to employment will be highest for workers with the weakest attachment to the labour market, including: (1) the low-paid, who are already most likely to be let go from work in a downturn; (2) disabled workers, who face a large 'employment gap'; and (3) the youngest workers, since they are still gaining experience and skills.""",STATUS
Greg Smith,"In other words, the Government quietly agree with businesses that a lot could go wrong here.",STRIKE
Greg Smith,"In the Employment Act 2002, Labour created the procedures for statutory dispute resolution, which meant that a dismissal was automatically unfair unless the employer had followed the steps set out in the regulations-namely, sending the employee a written invitation to a meeting, conducting a meeting to decide whether or not to take the action in question, and allowing the employee to appeal. Those were then repealed by the Employment Act 2008, under the same Government, because there was a deluge of cases before the employment tribunals and the Employment Appeal Tribunal concerning the procedures and their application. The Labour Government commissioned the Gibbons review, which recommended that the statutory procedures be abolished.",SECURITY
Greg Smith,"I am afraid we are likely to see a similar explosion in employment tribunal cases. Those cases will be expensive to defend, particularly for small and medium-sized enterprises, and may take a long time to resolve if the tribunal is not appropriately resourced. What assessment have the Government made of the likely increase in cases that will need to be dealt with by tribunal because of the unfair dismissal proceedings in the Bill?",GENERAL
Greg Smith,"The impact assessment says that the policy is expected to lead to additional early conciliation and employment tribunal cases, which carry additional costs to the employer. The impact assessment estimates that the unfair dismissal policy could lead to thousands of additional employment tribunal cases.",GENERAL
Greg Smith,"Are the Government confident that the system can cope? The Minister will understand that I am sceptical of any assurance he can give now, because we do not know what regulations the Government are planning to make using the powers in the Bill, and the Government have said that much of the impact of this policy will depend on the design of the final regulations. We therefore think that once the policy work has been done and we know whether the Business Secretary or the Deputy Prime Minister has won the argument, and the Government know what they are doing, it is only right that the Government can reassure this House of the tribunal's ability to cope with additional claims.",GENERAL
Greg Smith,To do anything short of that would be a dereliction of duty to both employees and employers.,STRIKE
Justin Madders,The Government have already produced a comprehensive set of impact assessments.,GENERAL
Justin Madders,"Our analysis included illustrative analysis of the impact on employment tribunal cases, which we intend to refine over time by working closely with the Ministry of Justice, His Majesty's Courts and Tribunals Service, ACAS and wider stakeholders. The quantifiable impact of the measures on zero-hours contracts is estimated to be an annual increase of about 1,000 additional cases for employment tribunals per year. That assessment was published at Second Reading and was based on the best available evidence for the potential impact on business, workers and the wider economy.",STATUS
Justin Madders,"We will also publish an enactment impact assessment once the Bill reaches Royal Assent, in line with the requirements of the better regulation framework. That will account for ways in which the Bill has been amended in its passage through Parliament in such a way as to change significantly the impacts of the policy on employment tribunals. That impact assessment will then be published alongside the enacted legislation.",EQUAL
Justin Madders,"I therefore reassure the shadow Minister that there is no need for the Government to be required to bring new impact assessments before Parliament, as we intend to publish further analysis alongside future consultations, ahead of secondary legislation, in accordance with the better regulation requirements. The shadow Minister also seeks to insert new clause 25, which would include an assessment of the impact on employment tribunals of changes to protections against some kinds of dismissal in the Bill. Amendment 129 then seeks, again, to delay commencement of those changes until the review has been laid before Parliament.",GENERAL
Justin Madders,"As I said, we have already produced a comprehensive set of impact assessments, which were published at Second Reading and based on the best available evidence for the potential impact. Our analysis includes illustrative assessment of the impact on employment tribunal cases, which we intend to refine over time by working closely with the Ministry of Justice, His Majesty's Courts and Tribunals Service, ACAS and wider stakeholders. The shadow Minister mentioned the concerns about unfair dismissal, especially for those on the margins of employment.",GENERAL
Justin Madders,"We will look to ensure as much clarity and certainty as possible in the legislation before it is enacted. We will publish an enactment impact assessment once the Bill reaches Royal Assent, in line with the requirements of the better regulation framework. That will account, in those areas, for any ways in which the Bill has been amended in Parliament that change significantly the policy impact on the enforcement system.",GENERAL
Justin Madders,"That will be published alongside the enacted legislation. I therefore assure the Committee that there is no need for the Bill to require the Government to undertake further assessment of the impact on tribunals before commencement, because we will do that as we go along. Impacts will be considered, and I am also looking at ways to ensure that the tribunals system is able to deal with any additional claims that may arise as a result of the Bill, and how it can work more efficiently with the significant backlogs that it already has.",GENERAL
Greg Smith,"I still think that the new clauses and amendments that we tabled would be important for business and for employees. We will seek to return to them on Report, as with the other new clauses.",SECURITY
The Chair,"With this it will be convenient to discuss the following:  Amendment 153, in clause 118, page 104, line 33, at end insert-  ""(ba) section [sections 1 to 6: impact assessment];""  This amendment is consequential on NC31. Amendment 154, in clause 118, page 105, line 20, at end insert-  ""(3A) No provision of the following sections of this Act may be brought into force in accordance with subsection (3) until the Government has published the impact assessment specified in section [sections 1 to 6: impact assessment]-  (a) section 1 (Right to guaranteed hours);  (b) section 2 (Shifts: rights to reasonable notice);  (c) section 3 (Right to payment for cancelled, moved and curtailed shifts);  (d) section 4 (Amendments relating to sections 1 to 3);  (e) section 5 (Repeal of Workers (Predictable Terms and Conditions) Act 2023);  (f) section 6 (Exclusivity terms in zero hours arrangements).""",STRIKE
Greg Smith,"Amendment 154, which is consequential on new clause 31, would require the Government to publish an impact assessment on the impact of clauses 1 to 6 on the hospitality, retail and health and social care sectors. The Government's impact assessment states that zero-hours contracts are most frequently used in the hospitality, retail and health and social care sectors, which is why new clause 31 would require the Government to conduct an impact assessment to understand how well those sectors are able to cope with the provisions before they come into force. In the social care sector, given the workforce challenges that we all know about, that is particularly acute, especially if the provisions are also extended to agency workers, as it is not clear how that would be workable.",STATUS
Greg Smith,"The impact assessment provided by the Government is for the guaranteed hours provisions across the economy as a whole, but we know that the impact will be more severe in particular sectors. The Government estimate that the administrative costs of facilitating the right to guaranteed hours will be around £160 million. Since healthcare and education are large employers of zero-hours contracts and agency workers, some of the impact will fall on His Majesty's Treasury.",GENERAL
Greg Smith,"On the provision of reasonable notice of shifts, the Government estimate that business behaviour will change so that fewer shifts are cancelled, but the value of unavoidable cancellations could still be as high as £120 million a year, although that will depend on the detail of the policy further down the line. That is a fairly cavalier attitude to take towards business costs, particularly, as we discussed earlier, given the requirements of some shift work in the sectors mentioned in new clause 31. Our new clause therefore attempts to encourage the Government to do the job properly and set out the costs to hospitality, retail and health and care sectors from clause 1 on the right to guaranteed hours; clause 2 on rights to reasonable notice for shifts; clause 3 on the right to payment for cancelled, moved and curtailed shifts; clause 4 on amendments relating to sections 1 to 3; clause 5 on the repeal of the Workers (Predictable Terms and Conditions) Act 2023; and clause 6 on exclusivity terms in zero-hours arrangements.",WAGES
Greg Smith,"Given that so much of this policy is still to be determined by regulations, we do not think it unreasonable that this assessment should take place before the relevant clauses of the Bill can be commenced.",GENERAL
Justin Madders,"As the shadow Minister has identified, his new clause 31 seeks to require the Government to publish an assessment of the impact on specific sectors of the economy of the Bill's provisions on zero-hours workers in clauses 1 to 6, and to lay the assessment before Parliament within six months of the passage of the Bill. Amendments 153 and 154 seek to ensure that the proposed new impact assessment requirement comes into force on the day that the Bill is passed, and that the provisions in clauses 1 to 6 cannot be commenced until the impact assessment has been published. I point out to the shadow Minister that we produced a set of impact assessments at Second Reading, which included analysis of the best available evidence on the specific sectors that he referred to.",STATUS
Justin Madders,"We recognise the importance of ensuring that the impacts of these policies on workers, businesses and the economy are considered, and that the analysis considers those potential impacts. We will refine our analysis of the impact over time, working closely with businesses, trade unions, academics and think-tanks, and continue to engage with the relevant sectors and Government Departments on these issues. We will publish enactment impact assessments in line with the requirements of the better regulation framework, which will account for ways in which the Bill has been amended in its passage through Parliament so as to change the impacts of the policy on businesses significantly.",GENERAL
Justin Madders,"These will be published alongside the enacted legislation. In addition, we are committed to consulting with businesses and workers ahead of setting out secondary legislation, which will be necessary to implement the provisions, and we will work with the sectors listed in the proposed new clause as part of that. We will publish further analysis alongside those consultations to meet our better regulation requirements.",STRIKE
Justin Madders,There is no need for the new clause-there will be many opportunities for further analysis and refinement before the commencement of the regulations-and I therefore urge the shadow Minister to withdraw it.,GENERAL
